# Thorlabs protected aluminum coating (-G01), 12 deg AOI, unpolarized
# Source: thorlabs_protected_aluminum_coating.xlsx
wavelength_nm,reflectance
17500,0.95358
17511,0.95368
17522,0.95379
17533,0.95390
17541,0.95398
17552,0.95409
17563,0.95420
17571,0.95428
17582,0.95439
17593,0.95449
17601,0.95458
17612,0.95468
17623,0.95479
17631,0.95488
17642,0.95499
17653,0.95510
17661,0.95518
17672,0.95529
17682,0.95540
17691,0.95548
17702,0.95559
17712,0.95570
17721,0.95578
17731,0.95590
17742,0.95601
17751,0.95609
17761,0.95620
17772,0.95631
17780,0.95639
17791,0.95651
17802,0.95662
17810,0.95670
17821,0.95681
17832,0.95692
17840,0.95701
17851,0.95712
17862,0.95723
17870,0.95731
17881,0.95742
17892,0.95754
17900,0.95762
17911,0.95773
17922,0.95784
17930,0.95792
17941,0.95804
17952,0.95815
17960,0.95823
17971,0.95834
17982,0.95845
17990,0.95853
18001,0.95865
18012,0.95876
18020,0.95884
18031,0.95895
18042,0.95906
18050,0.95914
18061,0.95925
18072,0.95936
18082,0.95947
18091,0.95955
18101,0.95966
18112,0.95977
18120,0.95985
18131,0.95996
18142,0.96007
18150,0.96015
18161,0.96026
18172,0.96036
18180,0.96044
18191,0.96055
18202,0.96066
18210,0.96074
18221,0.96084
18232,0.96095
18240,0.96103
18251,0.96113
18262,0.96124
18270,0.96132
18281,0.96142
18292,0.96153
18300,0.96160
18311,0.96171
18322,0.96181
18330,0.96188
18341,0.96199
18351,0.96209
18360,0.96216
18370,0.96226
18381,0.96236
18392,0.96246
18400,0.96254
18411,0.96263
18422,0.96273
18430,0.96281
18441,0.96290
18452,0.96300
18460,0.96307
18471,0.96317
18482,0.96326
18490,0.96333
18501,0.96342
18512,0.96352
18520,0.96359
18531,0.96368
18542,0.96377
18550,0.96384
18561,0.96392
18571,0.96401
18580,0.96408
18590,0.96417
18601,0.96425
18612,0.96434
18620,0.96440
18631,0.96449
18642,0.96457
18650,0.96463
18661,0.96471
18672,0.96480
18680,0.96486
18691,0.96494
18702,0.96501
18710,0.96507
18721,0.96515
18732,0.96523
18740,0.96528
18751,0.96536
18761,0.96543
18770,0.96548
18780,0.96555
18791,0.96562
18799,0.96568
18810,0.96574
18821,0.96581
18832,0.96588
18840,0.96593
18851,0.96599
18862,0.96605
18870,0.96610
18881,0.96616
18892,0.96622
18900,0.96626
18911,0.96632
18921,0.96638
18930,0.96642
18940,0.96647
18951,0.96653
18959,0.96656
18970,0.96662
18981,0.96666
18989,0.96670
19000,0.96675
19011,0.96679
19022,0.96683
19030,0.96687
19041,0.96691
19052,0.96695
19060,0.96698
19071,0.96701
19081,0.96705
19090,0.96707
19100,0.96711
19111,0.96714
19119,0.96716
19130,0.96719
19141,0.96721
19149,0.96723
19160,0.96726
19171,0.96728
19182,0.96730
19190,0.96731
19201,0.96733
19211,0.96734
19220,0.96735
19230,0.96737
19241,0.96738
19249,0.96738
19260,0.96739
19271,0.96739
19279,0.96740
19290,0.96740
19301,0.96740
19312,0.96740
19320,0.96739
19331,0.96739
19341,0.96738
19350,0.96737
19360,0.96736
19371,0.96735
19379,0.96733
19390,0.96732
19401,0.96730
19409,0.96728
19420,0.96726
19431,0.96723
19439,0.96721
19450,0.96718
19461,0.96715
19471,0.96712
19480,0.96709
19490,0.96705
19501,0.96701
19509,0.96698
19520,0.96693
19531,0.96688
19539,0.96685
19550,0.96680
19561,0.96674
19569,0.96670
19580,0.96664
19591,0.96658
19601,0.96652
19610,0.96647
19620,0.96640
19631,0.96633
19639,0.96627
19650,0.96619
19661,0.96612
19669,0.96606
19680,0.96597
19691,0.96588
19701,0.96580
19710,0.96573
19720,0.96563
19731,0.96554
19739,0.96546
19750,0.96536
19761,0.96525
19769,0.96517
19780,0.96506
19791,0.96495
19799,0.96486
19810,0.96474
19820,0.96462
19831,0.96449
19839,0.96440
19850,0.96426
19861,0.96413
19869,0.96403
19880,0.96389
19891,0.96374
19899,0.96363
19910,0.96348
19921,0.96333
19931,0.96317
19939,0.96305
19950,0.96289
19961,0.96273
19969,0.96260
19980,0.96243
19991,0.96225
19999,0.96212
